,"技能","花の旅路 EX","味方全体のNP獲得量をアップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 C","自身のQuickカードの性能を少しアップ"
5,"100500","ネロ・クラウディウス"
,"宝具","童女謳う華の帝政","敵全体に強力な防御力無視攻撃[{0}]＆防御力をダウン(1ターン)<オーバーチャージで効果UP>","ラウス・セント・クラウディウス","対陣宝具","B-"
,"宝具","童女謳う華の帝政","敵全体に強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(1ターン)<オーバーチャージで効果UP>","ラウス・セント・クラウディウス","対陣宝具","B"
,"技能","頭痛持ち B","自身の精神異常耐性をアップ[{0}](3ターン)＆HPを回復[{0}]"
,"技能","皇帝特権 EX","自身にさまざまな効果をランダムで付与[{0}]"
,"技能","三度、落陽を迎えても A","自身にガッツ状態(3回・5ターン)を付与[{0}]"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
6,"100800","ジークフリート"
,"宝具","幻想大剣・天魔失墜","敵全体に強力な〔竜〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>","バルムンク","対軍宝具","A+"
,"宝具","幻想大剣・天魔失墜","敵全体に強力な〔竜〕特攻攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ> ＋ 自身のNP獲得量をアップ[g][o]▲[/o][/g](3ターン)","バルムンク","対軍宝具","EX"
,"技能","黄金律 C-","自身のNP獲得量アップ[{0}](3ターン)"
,"技能","仕切り直し A","自身の弱体状態を解除＆HPを回復[{0}]"
,"技能","竜殺し A","自身に〔竜〕特攻状態を付与[{0}](3ターン)＆〔竜〕特防状態を付与(3ターン)"
,"技能","竜殺し A++","自身に〔竜〕特攻状態を付与[{0}](3ターン)＆〔竜〕特防状態を付与(3ターン)＆Busterカード性能をアップ[{0}][g][o]▲[/o][/g](1ターン)"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
7,"101300","ガイウス・ユリウス・カエサル"
,"宝具","黄の死","敵単体に超強力な攻撃[{0}] ＋ スターを獲得<オーバーチャージで効果UP>","クロケア・モース","対人宝具","B+"
,"技能","軍略 B","味方全体の宝具威力をアップ[{0}](1ターン)"
,"技能","カリスマ C","味方全体の攻撃力をアップ[{0}](3ターン)"
,"技能","扇動 EX","味方単体のクリティカル威力をアップ[{0}](3ターン)＆防御力をダウン(3ターン)【デメリット】"
,"技能","扇動 EX","味方単体のクリティカル威力をアップ[{0}](3ターン)＆スター発生率をアップ[{0}][g][o]▲[/o][/g](3ターン)＆防御力をダウン(3ターン)【デメリット】"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
,"被动","神性 D","自身に与ダメージプラス状態を付与"
8,"101800","アルテラ"
,"宝具","軍神の剣","敵全体に強力な攻撃[{0}]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>","フォトン・レイ","対軍宝具","A-"
,"宝具","軍神の剣","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(3ターン)[g][o]▲[/o][/g]<オーバーチャージで効果UP>","フォトン・レイ","対軍宝具","A"
,"技能","軍略 B","味方全体の宝具威力をアップ[{0}](1ターン)"
,"技能","天性の肉体 D","自身の攻撃弱体耐性をアップ[{0}](3ターン)＆HPを大回復[{0}]"
,"技能","天性の肉体 EX","自身の攻撃弱体耐性をアップ[{0}][g][o]▲[/o][/g](3ターン)＆HPを大回復[{0}][g][o]▲[/o][/g]＆スター集中度をアップ[{0}][g][o]▲[/o][/g](1ターン)"
,"技能","星の紋章 EX","自身の攻撃力をアップ[{0}](3ターン) ＋ スターを獲得[{0}]"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 A","自身のQuickカードの性能をアップ"
,"被动","神性 B","自身に与ダメージプラス状態を付与"
9,"102200","ジル・ド・レェ"
,"宝具","神聖たる旗に集いて吼えよ","自身の攻撃力を大アップ[{0}](2ターン)＆防御力を大ダウン(3ターン)【デメリット】 ＋ スターを獲得<オーバーチャージで効果UP>","セイント・ウォーオーダー","対人宝具","B"
,"技能","軍略 C","味方全体の宝具威力をアップ[{0}](1ターン)"
,"技能","黄金律 B","自身のNP獲得量アップ[{0}](3ターン)"
,"技能","プレラーティの激励 B","自身のBusterカード性能をアップ[{0}](5ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
,"被动","狂化 EX","自身のBusterカードの性能をアップ"
10,"102600","シュヴァリエ・デオン"
,"宝具","百合の花咲く豪華絢爛","敵全体に確率で魅了状態を付与(1ターン)<オーバーチャージで確率UP>＆攻撃力をダウン[{0}](2ターン)＆防御力をダウン[{0}](2ターン)","フルール・ド・リス","対軍宝具","C"
,"宝具","百合の花咲く豪華絢爛","敵全体に確率で魅了状態を付与[g][o]▲[/o][/g](1ターン)<オーバーチャージで確率UP>＆攻撃力をダウン[{0}](3ターン)[g][o]▲[/o][/g]＆防御力をダウン[{0}](3ターン)[g][o]▲[/o][/g]","フルール・ド・リス","対軍宝具","C+"
,"技能","心眼（真） C","自身に回避状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)"
,"技能","自己暗示 A","自身の弱体状態を解除＆弱体耐性を大アップ[{0}](3ターン)"
,"技能","麗しの風貌 C","自身にターゲット集中状態を付与(3ターン)＆HP大回復[{0}]"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
11,"200100","エミヤ"
,"宝具","無限の剣製","敵全体に強力な防御力無視攻撃[{0}]＆攻撃力をダウン(3ターン)<オーバーチャージで効果UP>","アンリミテッドブレイドワークス","？？？？","E～A"
,"宝具","無限の剣製","敵全体に強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]＆攻撃力をダウン(3ターン)<オーバーチャージで効果UP>","アンリミテッドブレイドワークス","？？？？","E～A"
,"技能","心眼（真） B","自身に回避状態を付与(1ターン)＆防御力をアップ[{0}](3ターン)"
,"技能","千里眼 C","自身のスター発生率をアップ[{0}](3ターン)"
,"技能","鷹の瞳 B+","自身のスター発生率をアップ[{0}][g][o]▲[/o][/g](3ターン)＆クリティカル威力をアップ[{0}][g][o]▲[/o][/g](3ターン)"
,"技能","魔術 C-","自身のArtsカード性能をアップ[{0}](1ターン)"
,"技能","投影魔術 A","自身のArtsカード性能をアップ[{0}][g][o]▲[/o][/g](1ターン)＆Quickカード性能をアップ[{0}][g][o]▲[/o][/g](1ターン)＆Busterカード性能をアップ[{0}][g][o]▲[/o][/g](1ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","単独行動 B","自身のクリティカル威力をアップ"
12,"200200","ギルガメッシュ"
,"宝具","天地乖離す開闢の星","敵全体に強力な〔サーヴァント〕特攻攻撃[特別な星の力を持つサーヴァントには特攻無効][{0}]<オーバーチャージで特攻威力アップ>","エヌマ・エリシュ","対界宝具","A++"
,"宝具","天地乖離す開闢の星","自身の宝具威力をアップ(1ターン)[g][o]▲[/o][/g] ＋ 敵全体に強力な〔サーヴァント〕特攻攻撃[特別な星の力を持つサーヴァントには特攻無効][{0}][g][o]▲[/o][/g]<オーバーチャージで特攻威力アップ>","エヌマ・エリシュ","対界宝具","EX"
,"技能","カリスマ A+","味方全体の攻撃力をアップ[{0}](3ターン)"
,"技能","黄金律 A","自身のNP獲得量アップ[{0}](3ターン)"
,"技能","コレクター EX","自身のスター集中度を大アップ[{0}](3ターン)"
,"技能","バビロンの蔵 EX","自身のスター集中度を大アップ[{0}](3ターン)＆NPを増やす[{0}][g][o]▲[/o][/g]"
,"被动","対魔力 E","自身の弱体耐性を少しアップ"
,"被动","単独行動 A+","自身のクリティカル威力をアップ"
,"被动","神性 B","自身に与ダメージプラス状態を付与"
13,"200300","ロビンフッド"
,"宝具","祈りの弓","敵単体に超強力な〔毒〕特攻攻撃[{0}]<オーバーチャージで特攻威力アップ>","イー・バウ","対人宝具","D"
,"技能","破壊工作 A","敵全体の攻撃力をダウン[{0}](3ターン)＆毒状態を付与(5ターン)"
,"技能","黄金律 E","自身のNP獲得量アップ[{0}](3ターン)"
,"技能","皐月の王 B","自身に必中状態を付与(1ターン)＆回避状態を付与(1ターン)＆スターを獲得[{0}]"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","単独行動 A","自身のクリティカル威力をアップ"
14,"200500","アタランテ"
,"宝具","訴状の矢文","敵全体に強力な攻撃[{0}] ＋ スターを獲得<オーバーチャージで効果UP>","ポイボス・カタストロフェ","対軍宝具","B"
,"宝具","訴状の矢文","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g] ＋ スターを大量獲得[g][o]▲[/o][/g]<オーバーチャージで効果UP>","ポイボス・カタストロフェ","対軍宝具","B+"
,"技能","アルカディア越え B","味方全体のQuickカード性能をアップ[{0}](1ターン)"
,"技能","アルカディア越え A","味方全体のQuickカード性能をアップ[{0}][g][o]▲[/o][/g](1ターン)"
,"技能","追い込みの美学 C","自身のスター集中度を大アップ[{0}](1ターン)"
,"技能","カリュドーン狩り A","自身に回避状態を付与(1ターン)＆NP獲得量をアップ[{0}](3ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","単独行動 A","自身のクリティカル威力をアップ"
15,"201200","エウリュアレ"
,"宝具","女神の視線","敵単体に超強力な〔男性〕特攻攻撃[{0}]＆高確率で魅了状態を付与[男性限定](1ターン)<オーバーチャージで確率UP>＆攻撃力をダウン(3ターン)","アイ・オブ・ザ・エウリュアレ","対人宝具","B-"
,"宝具","女神の視線","敵単体に超強力な〔男性〕特攻攻撃[{0}][g][o]▲[/o][/g]＆高確率で魅了状態を付与[男性限定](1ターン)<オーバーチャージで確率UP>＆攻撃力をダウン(3ターン)","アイ・オブ・ザ・エウリュアレ","対人宝具","B"
,"技能","吸血 C","敵単体のチャージを中確率で減らす[{0}] ＋ 自身のNPを増やす[{0}]"
,"技能","魅惑の美声 A","敵単体〔異性〕に確率で魅了付与[{0}](1ターン)"
,"技能","女神のきまぐれ A","自身のArtsカード性能をアップ[{0}](3ターン)"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","単独行動 A+","自身のクリティカル威力をアップ"
,"被动","女神の神核 EX","自身に与ダメージプラス状態を付与＆弱体耐性をアップ"
16,"201300","アーラシュ"
,"宝具","流星一条","敵全体に超強力な攻撃[{0}]<オーバーチャージで威力アップ> ＋ 自身に即死効果【デメリット】","ステラ","対軍宝具","B++"
,"宝具","流星一条","敵全体に超強力な攻撃[{0}][g][o]▲[/o][/g]<オーバーチャージで威力アップ> ＋ 自身に即死効果【デメリット】","ステラ","対軍宝具","A"
,"技能","頑健 EX","自身の防御力をアップ[{0}](3ターン)＆毒耐性をアップ[{0}](3ターン)"
,"技能","千里眼 A","自身のスター発生率をアップ[{0}](3ターン)"
,"技能","弓矢作成 A","自身のNPを増やす[{0}]＆HPを回復[{0}]"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","単独行動 C","自身のクリティカル威力を少しアップ"
17,"300100","クー・フーリン"
,"宝具","刺し穿つ死棘の槍","敵単体に超強力な攻撃[{0}]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>＆中確率で即死効果<オーバーチャージで確率UP>","ゲイ・ボルク","対人宝具","B"
,"宝具","刺し穿つ死棘の槍","自身に必中状態を付与(1ターン)[g][o]▲[/o][/g] ＋ 敵単体に超強力な攻撃[{0}][g][o]▲[/o][/g]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>＆中確率で即死効果[g][o]▲[/o][/g]<オーバーチャージで確率UP>","ゲイ・ボルク","対人宝具","B+"
,"技能","戦闘続行 A","自身にガッツ状態(1回・5ターン)を付与[{0}]"
,"技能","矢避けの加護 B","自身に回避状態を付与(3回)＆防御力をアップ[{0}](3ターン)"
,"技能","仕切り直し C","自身の弱体状態を解除＆HPを回復[{0}]"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","神性 B","自身に与ダメージプラス状態を付与"
18,"300500","エリザベート・バートリー"
,"宝具","鮮血魔嬢","敵全体に強力な防御力無視攻撃[{0}]＆呪い状態を付与(3ターン)<オーバーチャージで効果UP>","バートリ・エルジェーベト","対人宝具","E-"
,"宝具","鮮血魔嬢","敵全体に強力な防御力無視攻撃[{0}][g][o]▲[/o][/g]＆呪い状態を付与(3ターン)<オーバーチャージで効果UP>&強化成功率をダウン[g][o]▲[/o][/g](3ターン)","バートリ・エルジェーベト","対人宝具","E+"
,"技能","カリスマ C","味方全体の攻撃力をアップ[{0}](3ターン)"
,"技能","嗜虐のカリスマ A","味方全体の攻撃力をアップ[{0}][g][o]▲[/o][/g](3ターン) ＋ 自身を除く味方全体の〔女性〕の攻撃力をアップ[{0}][g][o]▲[/o][/g](3ターン)"
,"技能","拷問技術 A","敵単体の防御力をダウン[{0}](3ターン)"
,"技能","戦闘続行 B","自身にガッツ状態(1回・4ターン)を付与[{0}]"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","陣地作成 B","自身のArtsカードの性能をアップ"
19,"300600","武蔵坊弁慶"
,"宝具","五百羅漢補陀落渡海","敵全体に確率でスタン状態を付与(1ターン)＆呪い状態を付与[{0}](3ターン)<オーバーチャージで効果UP>","ごひゃくらかんふだらくとかい","対軍宝具","EX"
,"技能","怨霊調伏 A","敵単体に確率でスキル封印状態を付与[{0}](1ターン)"
,"技能","仁王立ち B","自身にターゲット集中状態を付与(1ターン)＆防御力を大アップ[{0}](1ターン)"
,"技能","白紙の勧進帳","敵全体に確率で宝具封印状態を付与[{0}](1ターン)"
,"被动","対魔力 C+","自身の弱体耐性を少しアップ"
20,"300700","クー・フーリン〔プロトタイプ〕"
,"宝具","穿ちの朱槍","敵単体に超強力な攻撃[{0}]＆防御力をダウン(3ターン)<オーバーチャージで効果UP>＆中確率で即死効果<オーバーチャージで確率UP>","ゲイ・ボルク","対人宝具","B"
,"技能","ルーン魔術 B","自身のクリティカル威力をアップ[{0}](3ターン)＆弱体耐性をアップ[{0}](3ターン)"
,"技能","矢避けの加護 B","自身に回避状態を付与(3回)＆防御力をアップ[{0}](3ターン)"
,"技能","獣殺し B+","自身に〔猛獣〕特攻状態を付与[{0}](3ターン)"
,"技能","獣殺し B++","自身に〔猛獣〕特攻状態を付与[{0}][g][o]▲[/o][/g](3ターン)＆スター集中度をアップ[{0}][g][o]▲[/o][/g](3ターン)"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","神性 B","自身に与ダメージプラス状態を付与"
21,"300900","レオニダス一世"
,"宝具","炎門の守護者","自身の防御力を大アップ(3ターン)<オーバーチャージで効果UP>＆ターゲット集中状態を付与(3ターン) <オーバーチャージで効果UP>＋ スターを獲得[{0}]","テルモピュライ・エノモタイア","対軍宝具","B"
,"技能","殿の矜持 A","自身にターゲット集中状態を付与(1ターン)＆NP獲得量アップ[{0}](3ターン)"
,"技能","戦闘続行 A","自身にガッツ状態(1回・5ターン)を付与[{0}]"
,"技能","戦士の雄叫び B","味方全体のBusterカード性能をアップ[{0}](3ターン)"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
22,"301000","ロムルス"
,"宝具","すべては我が槍に通ずる","敵全体に強力な攻撃[{0}] ＋ 味方全体の攻撃力をアップ(3ターン)<オーバーチャージで効果UP>","マグナ・ウォルイッセ・マグヌム","対軍宝具","A++"
,"技能","天性の肉体 C","自身の攻撃弱体耐性をアップ[{0}](3ターン)＆HPを大回復[{0}]"
,"技能","皇帝特権 EX","自身にさまざまな効果をランダムで付与[{0}]"
,"技能","七つの丘 A","味方単体にガッツ状態を付与(1回・1ターン)＆Busterカード性能をアップ[{0}](1ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
23,"400100","メドゥーサ"
,"宝具","騎英の手綱","敵全体に強力な攻撃[{0}] ＋ 味方全体のスター発生率をアップ(3ターン)<オーバーチャージで効果UP>","ベルレフォーン","対軍宝具","A+"
,"宝具","騎英の手綱","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆クリティカル発生率をダウン(3ターン)[g][o]▲[/o][/g] ＋ 味方全体のスター発生率をアップ[g][o]▲[/o][/g](3ターン)<オーバーチャージで効果UP>","ベルレフォーン","対軍宝具","A+"
,"技能","魔眼 A+","敵単体を確率で行動不能状態にする[{0}](1ターン)"
,"技能","怪力 B","自身の攻撃力をアップ[{0}](2ターン)"
,"技能","鮮血神殿 B","自身のNPを増やす＆NP獲得量をアップ[{0}](3ターン)"
,"被动","対魔力 B","自身の弱体耐性をアップ"
,"被动","騎乗 A+","自身のQuickカードの性能をアップ"
,"被动","単独行動 C","自身のクリティカル威力を少しアップ"
,"被动","神性 E-","自身に与ダメージプラス状態を付与"
24,"400600","ゲオルギウス"
,"宝具","力屠る祝福の剣","敵単体に〔竜〕特性を付与(3ターン)＆超強力な攻撃[{0}] ＋ 自身の防御力を大アップ(1ターン)<オーバーチャージで効果UP>","アスカロン","対人宝具","B"
,"技能","守護騎士 A+","自身にターゲット集中状態を付与(3ターン)＆防御力をアップ[{0}](3ターン)"
,"技能","殉教者の魂 B+","自身の精神異常耐性を大アップ[{0}](3ターン)＆HPを回復[{0}]"
,"技能","戦闘続行 A","自身にガッツ状態(1回・5ターン)を付与[{0}]"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","騎乗 B","自身のQuickカードの性能をアップ"
25,"400800","エドワード・ティーチ"
,"宝具","アン女王の復讐","敵全体に強力な攻撃[{0}]＆低確率でチャージを減らす<オーバーチャージで確率UP> ＋ スターを獲得","クイーンアンズ・リベンジ","対軍宝具","C++"
,"宝具","アン女王の復讐","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆低確率でチャージを減らす[g][o]▲[/o][/g]<オーバーチャージで確率UP> ＋ スターを獲得[g][o]▲[/o][/g]","クイーンアンズ・リベンジ","対軍宝具","C+++"
,"技能","嵐の航海者 A","味方全体の宝具威力をアップ[{0}](1ターン)＆攻撃力をアップ[{0}](1ターン)"
,"技能","海賊の誉れ B","自身の攻撃力をアップ[{0}](3ターン)＆ガッツ状態を付与(1回)＆弱体耐性をダウン(3ターン)【デメリット】"
,"技能","紳士的な愛 C","味方全体のHPを回復[{0}] ＋ 自身を除く味方全体の〔女性〕のHPを回復[{0}]"
,"被动","対魔力 E","自身の弱体耐性を少しアップ"
26,"401100","ブーディカ"
,"宝具","約束されざる守護の車輪","味方全体の防御力をアップ[{0}](3ターン)＆防御力を大アップ(1ターン)<オーバーチャージで効果UP>","チャリオット・オブ・ブディカ","対軍宝具","B+"
,"宝具","約束されざる守護の車輪","味方全体の防御力をアップ[{0}](3ターン)＆防御力を大アップ(1ターン)<オーバーチャージで効果UP>＆攻撃力をアップ[g][o]▲[/o][/g](3ターン)<オーバーチャージで効果UP>","チャリオット・オブ・ブディカ","対軍宝具","B++"
,"技能","女神への誓い B","自身に〔ローマ〕特攻状態を付与[{0}](3ターン)"
,"技能","戦闘続行 A","自身にガッツ状態(1回・5ターン)を付与[{0}]"
,"技能","アンドラスタの加護 A","味方全体のArtsカード性能をアップ[{0}](3ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","騎乗 A","自身のQuickカードの性能をアップ"
27,"401400","牛若丸"
,"宝具","壇ノ浦・八艘跳","敵単体に超強力な攻撃[{0}] ＋ 自身のスター発生率を大アップ(3ターン)<オーバーチャージで効果UP>","だんのうら・はっそうとび","対人奥義","D"
,"宝具","壇ノ浦・八艘跳","敵単体に超強力な攻撃[{0}][g][o]▲[/o][/g] ＋ 自身のスター発生率を大アップ(3ターン)<オーバーチャージで効果UP>","だんのうら・はっそうとび","対人奥義","C"
,"技能","天狗の兵法 A","味方全体のNP獲得量をアップ[{0}](3ターン)"
,"技能","天狗の兵法 EX","味方全体のNP獲得量をアップ[{0}](3ターン) ＋ 自身のQuickカード性能をアップ[{0}](3ターン)[g][o]▲[/o][/g]"
,"技能","カリスマ C+","味方全体の攻撃力をアップ[{0}](3ターン)"
,"技能","燕の早業 B","自身に回避状態を付与(1ターン)＆スター発生率をアップ[{0}](1ターン)"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 A+","自身のQuickカードの性能をアップ"
28,"401500","アレキサンダー"
,"宝具","始まりの蹂躙制覇","敵全体に強力な攻撃[{0}] ＋ スターを獲得<オーバーチャージで効果UP>","ブケファラス","対軍宝具","B+"
,"宝具","始まりの蹂躙制覇","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g] ＋ スターを大量獲得[g][o]▲[/o][/g]<オーバーチャージで効果UP>","ブケファラス","対軍宝具","B++"
,"技能","カリスマ C","味方全体の攻撃力をアップ[{0}](3ターン)"
,"技能","紅顔の美少年 B","敵単体〔人型〕に確率で魅了付与[{0}](1ターン)"
,"技能","覇王の兆し A","味方全体のQuickカード性能をアップ[{0}](3ターン)"
,"被动","対魔力 D","自身の弱体耐性を少しアップ"
,"被动","騎乗 A+","自身のQuickカードの性能をアップ"
,"被动","神性 E","自身に与ダメージプラス状態を付与"
29,"401700","マリー・アントワネット"
,"宝具","百合の王冠に栄光あれ","敵全体に強力な攻撃[{0}] ＋ 味方全体のHPを回復<オーバーチャージで効果UP>＆弱体解除","ギロチン・ブレイカー","対軍宝具","A"
,"宝具","百合の王冠に栄光あれ","敵全体に強力な攻撃[{0}][g][o]▲[/o][/g] ＋ 味方全体のHPを回復[g][o]▲[/o][/g]<オーバーチャージで効果UP>＆弱体解除＆クリティカル威力をアップ[g][o]▲[/o][/g](3ターン)","ギロチン・ブレイカー","対軍宝具","A+"
,"技能","魅惑の美声 C","敵単体〔異性〕に確率で魅了付与[{0}](1ターン)"
,"技能","麗しの姫君 A","自身に無敵状態を付与(3回)＆毎ターンHP回復状態を付与[{0}](5ターン)"
,"技能","神の恩寵 B","自身の精神異常付与成功率アップ[{0}](3ターン)＆HP大回復[{0}]"
,"被动","対魔力 C","自身の弱体耐性を少しアップ"
,"被动","騎乗 A+","自身のQuickカードの性能をアップ"
30,"401900","マルタ"
,"宝具","愛知らぬ哀しき竜よ","敵全体に強力な攻撃[{0}]＆防御力大ダウン(3ターン)<オーバーチャージで効果UP>","タラスク","対軍宝具","A+"
,"宝具","愛知らぬ哀しき竜よ","自身のBusterカード性能をアップ[g][o]▲[/o][/g](1ターン) ＋ 敵全体に強力な攻撃[{0}][g][o]▲[/o][/g]＆防御力大ダウン(3ターン)<オーバーチャージで効果UP>","タラスク","対軍宝具","EX"
,"技能","信仰の加護 A","自身の弱体耐性をアップ[{0}](3ターン)＆HPを大回復[{0}]"
,"技能","奇蹟 D","味方全体のHPを回復[{0}]＆弱体状態を解除"
,"技能","奇蹟 D+","味方全体のHPを回復[{0}][g][o]▲[/o][/g]＆弱体状態を解除"
,"技能","聖女の誓い C","敵単体の強化状態を解除＆防御力をダウン[{0}](3ターン)"
,"被动","対魔力 A","自身の弱体耐性をアップ"
,"被动","騎乗 A++","自身のQuickカードの性能をアップ"
,"被动","神性 C","自身に与ダメージプラス状態を付与"
31,"500100","メディア"
,"宝具","破戒すべき全ての符","敵単体に強力な攻撃[{0}]＆強化全解除 ＋ 自身のNPをリチャージ<オーバーチャージで効果UP>","ルールブレイカー","対魔術宝具","C"
,"宝具","破戒すべき全ての符","敵単体に強力な攻撃[{0}][g][o]▲[/o][/g]＆強化全解除 ＋ 自身のNPをリチャージ<オーバーチャージで効果UP>","ルールブレイカー","対魔術宝具","C+"
,"技能","高速神言 A","自身のNPをものすごく増やす[{0}]"
,"技能","金羊の皮","皮を愛でて自身のHPを回復[{0}]"
,"技能","キルケーの教え A","味方単体の弱体状態を解除＆NP獲得量をアップ[{0}](1ターン)"
,"被动","陣地作成 A","自身のArtsカードの性能をアップ"
,"被动","道具作成 A","自身の弱体付与成功率をアップ"
32,"500200","ジル・ド・レェ"
,"宝具","螺湮城教本","敵全体に強力な攻撃[{0}]＆攻撃力をダウン(3ターン)<オーバーチャージで効果UP>","プレラーティーズ・スペルブック","対軍宝具","A+"
,"技能","精神汚染 A","自身の精神異常付与成功率をアップ[{0}](3ターン)＆精神異常耐性をアップ[{0}](3ターン)"
